x,y
2017-1Q,0.0
2017-2Q,0.0
2017-3Q,0.0
2017-4Q,0.0
2018-1Q,0.0
2018-2Q,1646602.04
2018-3Q,0.0
2018-4Q,472407.0
2019-1Q,0.0
2019-2Q,0.0
2019-3Q,0.0
2019-4Q,0.0
2020-1Q,371063.76
2020-2Q,0.0
2020-3Q,161369.76
2020-4Q,0.0
2021-1Q,0.0
2021-2Q,0.0
2021-3Q,0.0
